class,acc_val,acc_v2,drop
871,0.96,1.0,-0.040000000000000036
4,0.96,1.0,-0.040000000000000036
33,0.96,1.0,-0.040000000000000036
855,0.86,0.9,-0.040000000000000036
225,0.96,1.0,-0.040000000000000036
47,0.96,1.0,-0.040000000000000036
853,0.96,1.0,-0.040000000000000036
211,0.86,0.9,-0.040000000000000036
38,0.96,1.0,-0.040000000000000036
842,0.86,0.9,-0.040000000000000036
0,0.96,1.0,-0.040000000000000036
380,0.76,0.8,-0.040000000000000036
419,0.96,1.0,-0.040000000000000036
478,0.86,0.9,-0.040000000000000036
755,0.96,1.0,-0.040000000000000036
306,0.96,1.0,-0.040000000000000036
310,0.96,1.0,-0.040000000000000036
439,0.96,1.0,-0.040000000000000036
319,0.96,1.0,-0.040000000000000036
322,0.96,1.0,-0.040000000000000036
325,0.96,1.0,-0.040000000000000036
337,0.86,0.9,-0.040000000000000036
714,0.96,1.0,-0.040000000000000036
621,0.96,1.0,-0.040000000000000036
698,0.86,0.9,-0.040000000000000036
289,0.96,1.0,-0.040000000000000036
357,0.96,1.0,-0.040000000000000036
686,0.96,1.0,-0.040000000000000036
362,0.96,1.0,-0.040000000000000036
366,0.96,1.0,-0.040000000000000036
628,0.96,1.0,-0.040000000000000036
374,0.86,0.9,-0.040000000000000036
397,0.96,1.0,-0.040000000000000036
641,0.96,1.0,-0.040000000000000036
640,0.96,1.0,-0.040000000000000036
401,0.96,1.0,-0.040000000000000036
636,0.86,0.9,-0.040000000000000036
293,0.96,1.0,-0.040000000000000036
437,0.86,0.9,-0.040000000000000036
530,0.86,0.9,-0.040000000000000036
575,0.96,1.0,-0.040000000000000036
535,0.96,1.0,-0.040000000000000036
245,0.96,1.0,-0.040000000000000036
246,0.86,0.9,-0.040000000000000036
261,0.96,1.0,-0.040000000000000036
556,0.86,0.9,-0.040000000000000036
637,0.96,1.0,-0.040000000000000036
479,0.64,0.7,-0.05999999999999994
675,0.64,0.7,-0.05999999999999994
588,0.74,0.8,-0.06000000000000005
404,0.94,1.0,-0.06000000000000005
365,0.94,1.0,-0.06000000000000005
959,0.94,1.0,-0.06000000000000005
131,0.94,1.0,-0.06000000000000005
390,0.94,1.0,-0.06000000000000005
124,0.94,1.0,-0.06000000000000005
385,0.84,0.9,-0.06000000000000005
618,0.74,0.8,-0.06000000000000005
629,0.94,1.0,-0.06000000000000005
137,0.94,1.0,-0.06000000000000005
422,0.74,0.8,-0.06000000000000005
292,0.94,1.0,-0.06000000000000005
222,0.84,0.9,-0.06000000000000005
696,0.94,1.0,-0.06000000000000005
594,0.94,1.0,-0.06000000000000005
625,0.94,1.0,-0.06000000000000005
416,0.94,1.0,-0.06000000000000005
791,0.94,1.0,-0.06000000000000005
732,0.94,1.0,-0.06000000000000005
534,0.84,0.9,-0.06000000000000005
274,0.94,1.0,-0.06000000000000005
634,0.94,1.0,-0.06000000000000005
26,0.74,0.8,-0.06000000000000005
298,0.84,0.9,-0.06000000000000005
180,0.94,1.0,-0.06000000000000005
286,0.94,1.0,-0.06000000000000005
302,0.74,0.8,-0.06000000000000005
304,0.74,0.8,-0.06000000000000005
276,0.94,1.0,-0.06000000000000005
283,0.94,1.0,-0.06000000000000005
59,0.84,0.9,-0.06000000000000005
747,0.94,1.0,-0.06000000000000005
30,0.84,0.9,-0.06000000000000005
317,0.94,1.0,-0.06000000000000005
522,0.94,1.0,-0.06000000000000005
737,0.84,0.9,-0.06000000000000005
389,0.92,1.0,-0.07999999999999996
378,0.92,1.0,-0.07999999999999996
654,0.92,1.0,-0.07999999999999996
373,0.92,1.0,-0.07999999999999996
75,0.92,1.0,-0.07999999999999996
948,0.92,1.0,-0.07999999999999996
403,0.92,1.0,-0.07999999999999996
368,0.92,1.0,-0.07999999999999996
647,0.92,1.0,-0.07999999999999996
551,0.92,1.0,-0.07999999999999996
79,0.92,1.0,-0.07999999999999996
889,0.92,1.0,-0.07999999999999996
876,0.92,1.0,-0.07999999999999996
320,0.92,1.0,-0.07999999999999996
473,0.92,1.0,-0.07999999999999996
20,0.92,1.0,-0.07999999999999996
154,0.92,1.0,-0.07999999999999996
117,0.92,1.0,-0.07999999999999996
165,0.82,0.9,-0.08000000000000007
923,0.72,0.8,-0.08000000000000007
633,0.82,0.9,-0.08000000000000007
134,0.82,0.9,-0.08000000000000007
64,0.82,0.9,-0.08000000000000007
577,0.72,0.8,-0.08000000000000007
468,0.9,1.0,-0.09999999999999998
243,0.9,1.0,-0.09999999999999998
77,0.6,0.7,-0.09999999999999998
164,0.9,1.0,-0.09999999999999998
930,0.9,1.0,-0.09999999999999998
815,0.9,1.0,-0.09999999999999998
780,0.9,1.0,-0.09999999999999998
81,0.9,1.0,-0.09999999999999998
579,0.8,0.9,-0.09999999999999998
123,0.9,1.0,-0.09999999999999998
52,0.9,1.0,-0.09999999999999998
122,0.9,1.0,-0.09999999999999998
943,0.9,1.0,-0.09999999999999998
826,0.8,0.9,-0.09999999999999998
712,0.9,1.0,-0.09999999999999998
235,0.9,1.0,-0.09999999999999998
42,0.9,1.0,-0.09999999999999998
994,0.9,1.0,-0.09999999999999998
54,0.7,0.8,-0.10000000000000009
465,0.7,0.8,-0.10000000000000009
498,0.88,1.0,-0.12
524,0.88,1.0,-0.12
950,0.88,1.0,-0.12
285,0.78,0.9,-0.12
313,0.88,1.0,-0.12
798,0.88,1.0,-0.12
269,0.88,1.0,-0.12
271,0.68,0.8,-0.12
73,0.58,0.7,-0.12
398,0.88,1.0,-0.12
759,0.88,1.0,-0.12
175,0.88,1.0,-0.12
120,0.78,0.9,-0.12
206,0.88,1.0,-0.12
280,0.78,0.9,-0.12
46,0.56,0.7,-0.1399999999999999
838,0.76,0.9,-0.14
745,0.86,1.0,-0.14
290,0.86,1.0,-0.14
908,0.76,0.9,-0.14
499,0.86,1.0,-0.14
383,0.66,0.8,-0.14
503,0.86,1.0,-0.14
799,0.76,0.9,-0.14
66,0.76,0.9,-0.14
810,0.54,0.7,-0.15999999999999992
353,0.84,1.0,-0.16000000000000003
969,0.84,1.0,-0.16000000000000003
813,0.84,1.0,-0.16000000000000003
277,0.74,0.9,-0.16000000000000003
408,0.74,0.9,-0.16000000000000003
170,0.84,1.0,-0.16000000000000003
595,0.84,1.0,-0.16000000000000003
65,0.84,1.0,-0.16000000000000003
330,0.82,1.0,-0.18000000000000005
681,0.82,1.0,-0.18000000000000005
541,0.82,1.0,-0.18000000000000005
445,0.72,0.9,-0.18000000000000005
710,0.82,1.0,-0.18000000000000005
427,0.82,1.0,-0.18000000000000005
386,0.82,1.0,-0.18000000000000005
34,0.82,1.0,-0.18000000000000005
27,0.72,0.9,-0.18000000000000005
549,0.8,1.0,-0.19999999999999996
371,0.8,1.0,-0.19999999999999996
438,0.8,1.0,-0.19999999999999996
691,0.8,1.0,-0.19999999999999996
469,0.7,0.9,-0.20000000000000007
689,0.7,0.9,-0.20000000000000007
55,0.7,0.9,-0.20000000000000007
35,0.7,0.9,-0.20000000000000007
856,0.68,0.9,-0.21999999999999997
297,0.78,1.0,-0.21999999999999997
287,0.78,1.0,-0.21999999999999997
925,0.76,1.0,-0.24
187,0.76,1.0,-0.24
40,0.64,0.9,-0.26
272,0.74,1.0,-0.26
358,0.64,0.9,-0.26
167,0.54,0.8,-0.26
163,0.62,0.9,-0.28
725,0.6,0.9,-0.30000000000000004
899,0.6,0.9,-0.30000000000000004
62,0.7,1.0,-0.30000000000000004
349,0.6,0.9,-0.30000000000000004
400,0.38,0.7,-0.31999999999999995
36,0.66,1.0,-0.33999999999999997
382,0.64,1.0,-0.36
240,0.52,0.9,-0.38
493,0.5,0.9,-0.4
381,0.56,1.0,-0.43999999999999995
